brand,num_items,head_top20_items,tail_bottom80_items,mean_interactions,total_interactions
Total Block,2,0,2,3.0,6
Brandon Femme,2,0,2,3.0,6
Bourjois Paris,2,0,2,3.0,6
Boyang,1,0,1,6.0,6
Bradex,1,0,1,6.0,6
Boo Bamboo,5,0,5,1.2,6
Transmen,1,0,1,6.0,6
Lifestyle Essentials,3,0,3,2.0,6
Viatek,1,0,1,6.0,6
Vibracolor,1,0,1,6.0,6
Vichy Celludestock (Pack of Two) 200 Ml Each.,1,0,1,6.0,6
Barr-Co. Apothecary,4,0,4,1.5,6
Miss Me,1,0,1,6.0,6
BangStyle,4,0,4,1.5,6
Tu&#39;eL,4,0,4,1.5,6
Black Pearl,1,0,1,6.0,6
Lifeline Stem Cell Skin Care,3,0,3,2.0,6
Tutti Dolci,5,0,5,1.2,6
TwinLuxe,2,0,2,3.0,6
Biotech,1,0,1,6.0,6
Bioworld,3,0,3,2.0,6
Biolustre,3,0,3,2.0,6
Biomega,3,0,3,2.0,6
Barry M,6,0,6,1.0,6
Bath &amp; Body Woods,1,0,1,6.0,6
Bioforce,2,0,2,3.0,6
Uhome,3,0,3,2.0,6
Bestpriceam,3,0,3,2.0,6
Bernini,2,0,2,3.0,6
Molinard Ii,1,0,1,6.0,6
MoltoBene Hair Care,2,0,2,3.0,6
Moma Muji,1,0,1,6.0,6
United Colors Of Benetton,6,0,6,1.0,6
Upper Canada Soap,3,0,3,2.0,6
Uppercut,1,0,1,6.0,6
Urban Therapy,2,0,2,3.0,6
VIKEN,3,0,3,2.0,6
Beauty - Nail Art,2,0,2,3.0,6
Moda,3,0,3,2.0,6
Vanitymark Cosmetics,2,0,2,3.0,6
Uriage Roseliane Cream,1,0,1,6.0,6
"Bell Lifestyle Products, Inc.",2,0,2,3.0,6
Huggies,3,0,3,2.0,6
Paddywax,1,0,1,6.0,6
susenstore,3,0,3,2.0,6
sweedish beauty,1,0,1,6.0,6
swia beauty,1,0,1,6.0,6
the dial corpoation,1,0,1,6.0,6
3 Sisters of Nature,1,0,1,6.0,6
von,1,0,1,5.0,5
too cool for school,4,0,4,1.25,5
purely elizabeth,1,0,1,5.0,5
qzoxx,3,0,3,1.6666666666666667,5
regis designline,5,0,5,1.0,5
A Plus,3,0,3,1.6666666666666667,5
Mary Kay Makeup,1,0,1,5.0,5
Hold It,1,0,1,5.0,5
Parfums Lively,2,0,2,2.5,5
Models Prefer,3,0,3,1.6666666666666667,5
PUREBESS,2,0,2,2.5,5
Hot Chili Balo Cream 85ml + Coffee Yili Balo Cream 85ml,1,0,1,5.0,5
Hicks Total TRANSFORMATIONS,1,0,1,5.0,5
High Fashion,4,0,4,1.25,5
Pati Dubroff,1,0,1,5.0,5
PHARMACEUTICAL SPECIALTIES INC,1,0,1,5.0,5
Paul Mitchell Awapuhi Wild Ginger Mosturizing Lather Shampoo 8.5 Oz. Keratin Cream Rinse 8.5 Oz. And Intensive Treatment 3.4 Oz. Trio Set,1,0,1,5.0,5
Hermes Eau d&#39;Orange Verte,1,0,1,5.0,5
Herbgrow,1,0,1,5.0,5
BeautyezShop,2,0,2,2.5,5
Va j-j Visor,1,0,1,5.0,5
Mitchum,1,0,1,5.0,5
Lomasi,2,0,2,2.5,5
Londontown,4,0,4,1.25,5
V&#39;TAE,4,0,4,1.25,5
V05,3,0,3,1.6666666666666667,5
VALEANT PHARMACEUTICALS,2,0,2,2.5,5
Hefty,2,0,2,2.5,5
Healthy Sexy by Sexy Hair Concepts,1,0,1,5.0,5
I Profumi di Firenze,1,0,1,5.0,5
Perfumes Loewe,1,0,1,5.0,5
Perla de silicon,1,0,1,5.0,5
Perricone,1,0,1,5.0,5
Pevonia Botanica Cleanser,3,0,3,1.6666666666666667,5
IPKN New York,2,0,2,2.5,5
Hammer,1,0,1,5.0,5
Phoenixs,2,0,2,2.5,5
Hairdreams,3,0,3,1.6666666666666667,5
"Hairproducts.com/ All Essentials, Inc. (734)",1,0,1,5.0,5
Halle Berry Reveal,1,0,1,5.0,5
"Owen Mumford, Inc",1,0,1,5.0,5
Unisar,1,0,1,5.0,5
Berdoues,4,0,4,1.25,5
Urban Nutrition,1,0,1,5.0,5
Bellecare,3,0,3,1.6666666666666667,5
Bellemonde,1,0,1,5.0,5
LiveSmart,4,0,4,1.25,5
VESS,2,0,2,2.5,5
ITI,2,0,2,2.5,5
Plaid:Craft,1,0,1,5.0,5
Osung,1,0,1,5.0,5
Out the Door,2,0,2,2.5,5
Outdoor Shopping,1,0,1,5.0,5
ACCESSORIES,3,0,3,1.6666666666666667,5
Bath Care,2,0,2,2.5,5
Loreal Colour Riche,2,0,2,2.5,5
Lorenzo,4,0,4,1.25,5
Lotus Herbals,3,0,3,1.6666666666666667,5
Baryshnikov,1,0,1,5.0,5
Udder Balm,1,0,1,5.0,5
Ulta,5,0,5,1.0,5
Big Happie Hair,3,0,3,1.6666666666666667,5
Mary&#39;s Gone Crackers,3,0,3,1.6666666666666667,5
HSN,1,0,1,5.0,5
Poise,3,0,3,1.6666666666666667,5
meilifang,2,0,2,2.5,5
mutianli,4,0,4,1.25,5
AHG,1,0,1,5.0,5
Bisous De Provonce,1,0,1,5.0,5
Tylenol,1,0,1,5.0,5
Tyler Candle,2,0,2,2.5,5
Biomed Health,2,0,2,2.5,5
Bioplus,3,0,3,1.6666666666666667,5
UBS Products,1,0,1,5.0,5
Monoi Tiare,1,0,1,5.0,5
Bioderma Photoderm MAX SPF 50+ Ultra-fluid Suncare 40ml,1,0,1,5.0,5
Beautility Tool,1,0,1,5.0,5
Beanies2Bows,2,0,2,2.5,5
Bausch &amp; Lomb,2,0,2,2.5,5
ALIEN,3,0,3,1.6666666666666667,5
Manikan,1,0,1,5.0,5
Mannatech,3,0,3,1.6666666666666667,5
Manuka Guard,3,0,3,1.6666666666666667,5
Manybeads,1,0,1,5.0,5
HADARABO,1,0,1,5.0,5
"Premiere Products, Inc.",1,0,1,5.0,5
H20 Spa,1,0,1,5.0,5
Lotus Moon,3,0,3,1.6666666666666667,5
Vienna Weaving Thread,1,0,1,5.0,5
True Color,4,0,4,1.25,5
Tsubasa,1,0,1,5.0,5
MoonDance Soaps &amp; More,5,0,5,1.0,5
Mopidick,1,0,1,5.0,5
Prestige Costmetics,1,0,1,5.0,5
Guadeloupe,1,0,1,5.0,5
Imse Vimse,2,0,2,2.5,5
Grassroots,2,0,2,2.5,5
Great Barrier Island Bee Co.,3,0,3,1.6666666666666667,5
Gothic Earrings,1,0,1,5.0,5
Organicville,2,0,2,2.5,5
Botanics by Boots,1,0,1,5.0,5
Boonseller,4,0,4,1.25,5
Moritaya Tofu,1,0,1,5.0,5
Life,1,0,1,5.0,5
Baronessa Cali Oliva Giorno,1,0,1,5.0,5
Barbara Bui,1,0,1,5.0,5
ATLANTIC MERCHANDISING,2,0,2,2.5,5
AVON ADVANCED TECHNIQUES,4,0,4,1.25,5
AT LAST NATURALS/LUCKY TIGER,1,0,1,5.0,5
Mane &amp; Tail,1,0,1,5.0,5
Profollica,3,0,3,1.6666666666666667,5
Gold Energizing Shampoo,1,0,1,5.0,5
Instrument Deals,2,0,2,2.5,5
Organic Olive Essence,4,0,4,1.25,5
Organic Zone,1,0,1,5.0,5
Inneov,2,0,2,2.5,5
Infiniti Pro,1,0,1,5.0,5
Proto,1,0,1,5.0,5
Glymed,2,0,2,2.5,5
Gloessentials,4,0,4,1.25,5
Gliss Kur,3,0,3,1.6666666666666667,5
Punky,1,0,1,5.0,5
Pupa,5,0,5,1.0,5
Bach Remedies,2,0,2,2.5,5
Vital Earth Minerals,3,0,3,1.6666666666666667,5
Brownlow Gifts,2,0,2,2.5,5
Topwedding,3,0,3,1.6666666666666667,5
Torrente,3,0,3,1.6666666666666667,5
Brazilian HEAT by Mega Hot,1,0,1,5.0,5
Totally Bath,1,0,1,5.0,5
Life Works,2,0,2,2.5,5
Motions At Home,1,0,1,5.0,5
Tiger Balm,2,0,2,2.5,5
By Kilian,3,0,3,1.6666666666666667,5
Buty Wave,1,0,1,5.0,5
Tokiwayakuhin,2,0,2,2.5,5
Lets Dred,1,0,1,5.0,5
Mouchoir De Monsieur,1,0,1,5.0,5
Mud Pie,4,0,4,1.25,5
Backscratchers Extreme,4,0,4,1.25,5
Bahama Balm,1,0,1,5.0,5
Pure Guardian,1,0,1,5.0,5
Put on Pieces,3,0,3,1.6666666666666667,5
Optimum Omega-3,1,0,1,5.0,5
Intense Deep Clean Shampoo &amp; Hair Scrub,1,0,1,5.0,5
Q Therapy,1,0,1,5.0,5
Que by MilkyWay,2,0,2,2.5,5
Gary Null,1,0,1,5.0,5
Iron Chef,1,0,1,5.0,5
Theo Chocolate,2,0,2,2.5,5
Therion Magnetics&reg;,2,0,2,2.5,5
Leaders Clinic,4,0,4,1.25,5
Legere Pharmaceuticals,1,0,1,5.0,5
CERRUTI 1881,1,0,1,5.0,5
ilike,5,0,5,1.0,5
ink,3,0,3,1.6666666666666667,5
jon,1,0,1,5.0,5
Matrix Total Results Blonde Care,1,0,1,5.0,5
Maui Organics,2,0,2,2.5,5
RDL Cosmetics (Phils),1,0,1,5.0,5
REB&#39;L FLEUR,2,0,2,2.5,5
"Garnier 100% Color Vitamin-Enriched Gel Cr&egrave;me, DO-1 Bleach Blonding",1,0,1,5.0,5
RED,2,0,2,2.5,5
Gamila Secret,4,0,4,1.25,5
GUESS by Marciano,2,0,2,2.5,5
GNG,1,0,1,5.0,5
RSVP,2,0,2,2.5,5
Fuwa,1,0,1,5.0,5
Mintmall Beauty,3,0,3,1.6666666666666667,5
Lucky Kentucky,2,0,2,2.5,5
Miracle Hair Mask,1,0,1,5.0,5
The Trendy Turtle,1,0,1,5.0,5
CURVE CONNECT,1,0,1,5.0,5
Rauscher Bekke,1,0,1,5.0,5
Real Women Ride,1,0,1,5.0,5
Freshscent,1,0,1,5.0,5
Friendshipstore,1,0,1,5.0,5
Frapin,3,0,3,1.6666666666666667,5
J &amp; J SALES &amp; LOGISTICS CO,3,0,3,1.6666666666666667,5
Candies,1,0,1,5.0,5
Calmar,3,0,3,1.6666666666666667,5
Calypso,4,0,4,1.25,5
Camile Beckman,1,0,1,5.0,5
BORBA,3,0,3,1.6666666666666667,5
Vivierskin,2,0,2,2.5,5
Francesas,1,0,1,5.0,5
Redken for Men,2,0,2,2.5,5
JOHN G. KYLES INC,1,0,1,5.0,5
JOHNSN,1,0,1,5.0,5
Fountain Oil,2,0,2,2.5,5
Forever Florals,4,0,4,1.25,5
Formula Ten-O-Six Keep Me Clean,1,0,1,5.0,5
Follicle Relase,1,0,1,5.0,5
OcuSci,1,0,1,5.0,5
Jabon Leche de Burra - Grisi,1,0,1,5.0,5
Advanced Healthcare,2,0,2,2.5,5
BELLAPLEX,1,0,1,5.0,5
WXBUY,3,0,3,1.6666666666666667,5
Mineral Beauty,1,0,1,5.0,5
Carrera,1,0,1,5.0,5
Carefree,2,0,2,2.5,5
Lanza Healing Haircare,3,0,3,1.6666666666666667,5
Acnomel,1,0,1,5.0,5
glazewear intense,1,0,1,5.0,5
Max Block,3,0,3,1.6666666666666667,5
Makeup Brush,3,0,3,1.6666666666666667,5
Maxi-Aids,2,0,2,2.5,5
Absonutrix,1,0,1,5.0,5
Reshma Henns,1,0,1,5.0,5
Retriderm,3,0,3,1.6666666666666667,5
Revelations Cosmetics,2,0,2,2.5,5
Taya,1,0,1,5.0,5
TeamFanatics,3,0,3,1.6666666666666667,5
Carthusia,4,0,4,1.25,5
Castile,2,0,2,2.5,5
Lagasse,2,0,2,2.5,5
Laid Back,1,0,1,5.0,5
WEI,2,0,2,2.5,5
WELLOO,1,0,1,5.0,5
BLACK DIAMOND ONYX,2,0,2,2.5,5
BEIERSDORF UK,1,0,1,5.0,5
Revitol Cellulite Lotion,1,0,1,5.0,5
Fiddes &amp; Sons,1,0,1,5.0,5
Fieldworks,1,0,1,5.0,5
Rhinestones,2,0,2,2.5,5
Rishiri,4,0,4,1.25,5
FarmaVita,1,0,1,5.0,5
Farmers Market,1,0,1,5.0,5
Fashion Tools,1,0,1,5.0,5
OPI Love. Angel. Music Baby,1,0,1,5.0,5
Jane Fan Club 01 Blackest Curl  Curling Mascara,1,0,1,5.0,5
Miller Harris,4,0,4,1.25,5
Tanya Sarne,2,0,2,2.5,5
Champs Elysees,2,0,2,2.5,5
Chantal Thomass,2,0,2,2.5,5
Lady Speed Stick,3,0,3,1.6666666666666667,5
Agave Healing Oil,1,0,1,5.0,5
design nail,1,0,1,5.0,5
MagniLife,2,0,2,2.5,5
Mayumi Squalane,1,0,1,5.0,5
Aficionado,1,0,1,5.0,5
African Essence,2,0,2,2.5,5
Fantastic Job,3,0,3,1.6666666666666667,5
Faith In Nature,4,0,4,1.25,5
NUBIAN HERITAGE/SUNDIAL CREATIONS,2,0,2,2.5,5
La Roche Posay Kerium Gel-shampoo Anti-dandruff Micro-exfoliating,1,0,1,5.0,5
Chlo&eacute;,1,0,1,5.0,5
TRAVALO EXCEL,3,0,3,1.6666666666666667,5
TROPICAL SUN IMPORTS LLC,1,0,1,5.0,5
TRP,2,0,2,2.5,5
Charmzone Ginkgo,1,0,1,5.0,5
Webkinz,3,0,3,1.6666666666666667,5
Aziza,4,0,4,1.25,5
Ayur,4,0,4,1.25,5
Rocco Barocco,2,0,2,2.5,5
Facial Brush,1,0,1,5.0,5
FX Wild Harvest Molding Wax 2 oz. Jar,1,0,1,5.0,5
Janssen,3,0,3,1.6666666666666667,5
FLOWER,3,0,3,1.6666666666666667,5
O2CH,3,0,3,1.6666666666666667,5
OCIUS,1,0,1,5.0,5
Nail Art,2,0,2,2.5,5
TED,1,0,1,5.0,5
TIGI Cat Walk,1,0,1,5.0,5
TKO,2,0,2,2.5,5
Christian Cosmetics,2,0,2,2.5,5
ON,2,0,2,2.5,5
FC,4,0,4,1.25,5
Eye,4,0,4,1.25,5
Jeffrey,2,0,2,2.5,5
Jason Natural Products,5,0,5,1.0,5
Jaylie,1,0,1,5.0,5
Ruler,4,0,4,1.25,5
S-G Salon Grafix Shaping &amp; Volumizing Hair Spray,1,0,1,5.0,5
S.S.S. CO.,1,0,1,5.0,5
Euphoria,1,0,1,5.0,5
Alchimie Forever,3,0,3,1.6666666666666667,5
Whites of East Hampton (282),1,0,1,5.0,5
Wigny,1,0,1,5.0,5
Wild gowth,1,0,1,5.0,5
Wilma Schumann,5,0,5,1.0,5
M.N,2,0,2,2.5,5
M2,2,0,2,2.5,5
Aveda Tourmaline,1,0,1,5.0,5
Swiss Navy,2,0,2,2.5,5
Alessandro Dell&#39;Acqua,3,0,3,1.6666666666666667,5
Alexander Julian,2,0,2,2.5,5
MeGoodo,2,0,2,2.5,5
Alba Hawaiian,1,0,1,5.0,5
cherimoya vernis classique,1,0,1,5.0,5
Etac,1,0,1,5.0,5
Nuo Miya,1,0,1,5.0,5
Clothinglust,1,0,1,5.0,5
Clinicure by Joico,1,0,1,5.0,5
Susan Brown&#39;s Baby,2,0,2,2.5,5
Clear Start,1,0,1,5.0,5
Nail Polish,2,0,2,2.5,5
Whish,5,0,5,1.0,5
John Galliano,2,0,2,2.5,5
Esteemia,1,0,1,5.0,5
Escada Especially,1,0,1,5.0,5
Essence,2,0,2,2.5,5
Jolee&#39;s Boutique,2,0,2,2.5,5
Jonel,1,0,1,5.0,5
Nubian,2,0,2,2.5,5
John Sahag,2,0,2,2.5,5
Erbario Toscano,5,0,5,1.0,5
LE&#39;,1,0,1,5.0,5
Color Me,2,0,2,2.5,5
ColorON Professional,1,0,1,5.0,5
SuntekStore Online,3,0,3,1.6666666666666667,5
Super Shock,1,0,1,5.0,5
Super Wet,2,0,2,2.5,5
SMOOTH&reg; VITAL CALIFORNIA TAN,1,0,1,5.0,5
SNOWBERRY,5,0,5,1.0,5
SOG Specialty Knives,1,0,1,5.0,5
STREAKS &#39;N TIP,3,0,3,1.6666666666666667,5
STealS,2,0,2,2.5,5
Jordache Men,3,0,3,1.6666666666666667,5
Sage Products,1,0,1,5.0,5
b.m.c,1,0,1,5.0,5
beaute Tsuru,1,0,1,5.0,5
Alighiero Campostrini,2,0,2,2.5,5
Macademia,1,0,1,5.0,5
blue beautycross,1,0,1,5.0,5
Ellin Lavar,2,0,2,2.5,5
Sailor Moon,1,0,1,5.0,5
Saipua,5,0,5,1.0,5
Sakura Silk,1,0,1,5.0,5
Sally Hansen Hard As Nails Hard As Wraps - White Tip 2780-03,1,0,1,5.0,5
MARILYN,3,0,3,1.6666666666666667,5
MicroDry,1,0,1,5.0,5
Microsoft,1,0,1,5.0,5
Comfort Products,1,0,1,5.0,5
Suncoat Products inc,5,0,5,1.0,5
Sundance Import,1,0,1,5.0,5
Sunny Isle JBCO,2,0,2,2.5,5
"Sally Hershberger Shampoo, Wavy Hair 10fl oz",1,0,1,5.0,5
Elegance by Carbonneau,4,0,4,1.25,5
Elemental Herbology,5,0,5,1.0,5
Salon Advantage,3,0,3,1.6666666666666667,5
Salon Certified Brand,1,0,1,5.0,5
Jx,1,0,1,5.0,5
SuPoo&reg;,1,0,1,5.0,5
Cosmelan/Dermamelan,2,0,2,2.5,5
Confetti,3,0,3,1.6666666666666667,5
Conceived By Nature,4,0,4,1.25,5
Aura Spa,1,0,1,5.0,5
Eidon Ionic Minerals,1,0,1,5.0,5
Eko,3,0,3,1.6666666666666667,5
Elancyl,1,0,1,5.0,5
Eforstore,3,0,3,1.6666666666666667,5
Noah&#39;s Naturals Firming Gel Serum 1 fl oz (29 ml),1,0,1,5.0,5
K. Hall,3,0,3,1.6666666666666667,5
Ecover,2,0,2,2.5,5
Natural Lab,1,0,1,5.0,5
Coup d&#39;Eclat,3,0,3,1.6666666666666667,5
Stress Less,3,0,3,1.6666666666666667,5
StrixadermMD,1,0,1,5.0,5
Style It Up,2,0,2,2.5,5
Cosmo Selection,1,0,1,5.0,5
CosplayAnimeWigs,1,0,1,5.0,5
Cosplayland,3,0,3,1.6666666666666667,5
Native Remedies,2,0,2,2.5,5
Satin Hair Color by Developlus,5,0,5,1.0,5
KEYS KPRO,3,0,3,1.6666666666666667,5
EO Essential Oil Products,1,0,1,5.0,5
ERZULI,1,0,1,5.0,5
Aloe Up Sun &amp; Skin Care Products,4,0,4,1.25,5
Alpha 7,1,0,1,5.0,5
accessoryunlimited,1,0,1,5.0,5
avon Beyond color plumping,1,0,1,5.0,5
avon makeup brush eyeshadow,1,0,1,5.0,5
EB Brands,1,0,1,5.0,5
Sea Minerals,3,0,3,1.6666666666666667,5
Credentials,3,0,3,1.6666666666666667,5
L&#39;Oreal Color,5,0,5,1.0,5
"L&#39;Oreal Colour Riche Lipstick, Bronze 869",1,0,1,5.0,5
L&#39;Oreal Cosmetics,3,0,3,1.6666666666666667,5
Star of David,1,0,1,5.0,5
Craft,1,0,1,5.0,5
Stella Mare,3,0,3,1.6666666666666667,5
Cover Your Grey,1,0,1,5.0,5
Stokolan,1,0,1,5.0,5
Sebastian Trucco,2,0,2,2.5,5
Ducati,3,0,3,1.6666666666666667,5
Dudley,2,0,2,2.5,5
Dryfast,1,0,1,5.0,5
Dream Dazzlerz,1,0,1,5.0,5
Worldwide Brands,3,0,3,1.6666666666666667,5
Artistry Youth Xtend,1,0,1,5.0,5
Ashanti,2,0,2,2.5,5
MAKE UP FOR EVER HD Complexion Starter Kit,3,0,3,1.6666666666666667,5
Ashlays Wig&#39;s &amp; Beauty,1,0,1,5.0,5
Art beauty,3,0,3,1.6666666666666667,5
Spray di Sole,1,0,1,5.0,5
Squeeze Tanning Lotion,1,0,1,5.0,5
Crusader ULTRA,2,0,2,2.5,5
Dr. Sebagh,4,0,4,1.25,5
Dr Jeanette Graf,2,0,2,2.5,5
Dr Perricone,1,0,1,5.0,5
Dr Sharp Natural Oral Care,1,0,1,5.0,5
Nicole Reed/ Earthline,2,0,2,2.5,5
ZFE,1,0,1,5.0,5
Angel Mask,2,0,2,2.5,5
American Pomade,2,0,2,2.5,5
American Science &amp; Surplus,1,0,1,5.0,5
Amekor,3,0,3,1.6666666666666667,5
DGT,1,0,1,5.0,5
Speidel,1,0,1,5.0,5
D.S. &amp; Durga,3,0,3,1.6666666666666667,5
Cutie Collection,1,0,1,5.0,5
Natural Therapy System,2,0,2,2.5,5
Natural Ultramix,1,0,1,5.0,5
Kustom Kreeps,2,0,2,2.5,5
L&#39;Aromarine,1,0,1,5.0,5
Mellow Nail Art,1,0,1,5.0,5
American BioScience,2,0,2,2.5,5
Ziggy Marley&#39;s,1,0,1,5.0,5
Dr Bronner&#39;s,2,0,2,2.5,5
Sexy Hair (SEXYC),1,0,1,5.0,5
Shade Memory by Matrix,2,0,2,2.5,5
Dooney Bourke,1,0,1,5.0,5
Next Generation,1,0,1,5.0,5
Katy Perry Lashes created by Eylure,1,0,1,5.0,5
Nicel Night Renew-1 Oz,1,0,1,5.0,5
Nick Jr.,1,0,1,5.0,5
Xylichew,1,0,1,5.0,5
Sovage,1,0,1,5.0,5
Spa Wrap,1,0,1,5.0,5
Dolly Wink,1,0,1,5.0,5
Dolly&#39;s Lash,1,0,1,5.0,5
Sheswai Lacquer,4,0,4,1.25,5
Kava King,1,0,1,5.0,5
Kemi OLY,1,0,1,5.0,5
Shiningtek,1,0,1,5.0,5
Shiny Silver Ultra,1,0,1,5.0,5
Doctor Wonder,1,0,1,5.0,5
Dappen Dish,1,0,1,5.0,5
Daily Concepts,3,0,3,1.6666666666666667,5
Kolorex,2,0,2,2.5,5
Kleenex,3,0,3,1.6666666666666667,5
Daisy Fuentes,1,0,1,5.0,5
Art of Shaving,1,0,1,5.0,5
Mesoestetic Cosmelan,1,0,1,5.0,5
Your Beauty Hub,1,0,1,5.0,5
Angel Schlesser,2,0,2,2.5,5
Yves Saint Laurent Opium Satin Body Powder,1,0,1,5.0,5
Shiseido Aquair,1,0,1,5.0,5
Divine Tresses,1,0,1,5.0,5
Kenneth Cole New York,1,0,1,5.0,5
DingJewelry,1,0,1,5.0,5
Diamante Beaute,2,0,2,2.5,5
Keromask,3,0,3,1.6666666666666667,5
Sira Des Indes,2,0,2,2.5,5
YoYo,5,0,5,1.0,5
Merit,2,0,2,2.5,5
MD Barber,1,0,1,5.0,5
Anskin,4,0,4,1.25,5
Dead Sea Collection Facial Day Serum 1.0,1,0,1,5.0,5
Soft &amp; Precious,2,0,2,2.5,5
Soft Sheen,2,0,2,2.5,5
Kiss Me Mascara,2,0,2,2.5,5
Sol Ray,1,0,1,5.0,5
Danny Seo,3,0,3,1.6666666666666667,5
Dessert Fragrance - Dreamy,1,0,1,5.0,5
Skin Below the Chin,4,0,4,1.25,5
Design Ideas,2,0,2,2.5,5
Dermasolve,1,0,1,5.0,5
Skin Nouveau,1,0,1,5.0,5
DermaVit&aacute;l,3,0,3,1.6666666666666667,5
Neko,2,0,2,2.5,5
Nelly De Vuyst,4,0,4,1.25,5
DermaQuest Skin Theraphy,1,0,1,5.0,5
Dennis Bernard,3,0,3,1.6666666666666667,5
Skinnygirl Lip Care,2,0,2,2.5,5
"Delicious Brands, LLC",1,0,1,5.0,5
Deep Intensive Hair Treatment,1,0,1,5.0,5
Kiss Him,2,0,2,2.5,5
Neal&#39;s Yard Remedies,4,0,4,1.25,5
King Horse,3,0,3,1.6666666666666667,5
YZY Perfumes,1,0,1,5.0,5
Apretadora Tratamiento Capilar Fortalecedor,1,0,1,5.0,5
Palmer,3,0,3,1.6666666666666667,5
Honest Beverages,1,0,1,5.0,5
Hyaluronan,1,0,1,5.0,5
Papoutsanis S.A,1,0,1,5.0,5
Parfum Blaz,1,0,1,5.0,5
powbab,1,0,1,5.0,5
premier dead sea body butter herbal scent,1,0,1,5.0,5
profahionail,1,0,1,5.0,5
Hugo Boss,3,0,3,1.6666666666666667,5
Human Hair Clip-In Hair Extensions by KingsHair 100% Real Human Hair,1,0,1,5.0,5
Palamon,1,0,1,5.0,5
thai-etc-group,2,0,2,2.5,5
Mary Kay Belara&reg; Eau de Parfum,1,0,1,5.0,5
Mark Jewel eaude toilette,1,0,1,5.0,5
Markwins B,3,0,3,1.6666666666666667,5
thinkThin,3,0,3,1.3333333333333333,4
Loc-A-Fella,2,0,2,2.0,4
VERSACE EROS,1,0,1,4.0,4
wor,3,0,3,1.3333333333333333,4
vi derm,2,0,2,2.0,4
victroia,1,0,1,4.0,4
#EL2,1,0,1,4.0,4
PROCTOR &amp; GAMBLE DIST CO,1,0,1,4.0,4
Paris Presents Incorporated,2,0,2,2.0,4
Hindu Sheen,1,0,1,4.0,4
Party America,3,0,3,1.3333333333333333,4
Hydrolyze/Hydroxatone,1,0,1,4.0,4
Patyka,4,0,4,1.0,4
Hi Rez,1,0,1,4.0,4
Henri Bendel,2,0,2,2.0,4
Her,1,0,1,4.0,4
Herb Pharm,1,0,1,4.0,4
Soapy Soles,1,0,1,4.0,4
Kitsch,1,0,1,4.0,4
Deva Hair Products,1,0,1,4.0,4
Sizzle City,2,0,2,2.0,4
Skala,2,0,2,2.0,4
Designsence,1,0,1,4.0,4
Desert Palms Emu Ranch LLC,1,0,1,4.0,4
Skin So Soft,2,0,2,2.0,4
Kevis Hair Rejuvenation Programs,1,0,1,4.0,4
Delicate Spirits,1,0,1,4.0,4
Deep Discount Center,2,0,2,2.0,4
Naughty &amp; Nice,3,0,3,1.3333333333333333,4
Smooth Down,1,0,1,4.0,4
Yakshi Fragrances,3,0,3,1.3333333333333333,4
Argan Oil,3,0,3,1.3333333333333333,4
Yardly,1,0,1,4.0,4
Dixie Health,1,0,1,4.0,4
Keracare,2,0,2,2.0,4
Kenzo Vintage,1,0,1,4.0,4
Directions,2,0,2,2.0,4
Silicon Mix Proteina de Perla,1,0,1,4.0,4
Dily&#39;s,1,0,1,4.0,4
Dior Addict,1,0,1,4.0,4
Dickinson Witch Hazel,1,0,1,4.0,4
Simplers Botanicals,2,0,2,2.0,4
Keratase,1,0,1,4.0,4
Devoted Creations Body Moisturizer,1,0,1,4.0,4
Dhathri,3,0,3,1.3333333333333333,4
Anuva Cosmeceutic Haircare,2,0,2,2.0,4
MINERAL LINE,3,0,3,1.3333333333333333,4
Snail White Cream,1,0,1,4.0,4
Dead Sea Spa Care,3,0,3,1.3333333333333333,4
KollagenX,3,0,3,1.3333333333333333,4
Kolorize,1,0,1,4.0,4
Nature&#39;s,2,0,2,2.0,4
Klix,1,0,1,4.0,4
Xenoch,2,0,2,2.0,4
Aroma Paws,2,0,2,2.0,4
Yves Saint Laurent Opium Body Creme,1,0,1,4.0,4
Angry Birds,2,0,2,2.0,4
Annayake,3,0,3,1.3333333333333333,4
Anne Klein,1,0,1,4.0,4
MG,1,0,1,4.0,4
Yzy,2,0,2,2.0,4
Z&#39;Luxe,1,0,1,4.0,4
Shop4U,1,0,1,4.0,4
Diva Maxima,3,0,3,1.3333333333333333,4
DivyaOM,2,0,2,2.0,4
Soothera,1,0,1,4.0,4
Sourpuss,3,0,3,1.3333333333333333,4
Kuan Im,2,0,2,2.0,4
Koh Gen Do,3,0,3,1.3333333333333333,4
Spa-Haus,1,0,1,4.0,4
Shapley&#39;s,1,0,1,4.0,4
Shea Radiance,1,0,1,4.0,4
Sheer Miracle,2,0,2,2.0,4
New World,1,0,1,4.0,4
Ken Paves,2,0,2,2.0,4
Ken Paves SelfHelp,3,0,3,1.3333333333333333,4
Shisedo,1,0,1,4.0,4
You Smell,3,0,3,1.3333333333333333,4
Danshuz,1,0,1,4.0,4
Dark Kiss,1,0,1,4.0,4
Solar Club,3,0,3,1.3333333333333333,4
Curlisto,3,0,3,1.3333333333333333,4
Atlas Supply Chain Services LLC,1,0,1,4.0,4
Atrixo,1,0,1,4.0,4
Melissa &amp; Doug,1,0,1,4.0,4
MST,1,0,1,4.0,4
Doyen,1,0,1,4.0,4
Dr Adorable,2,0,2,2.0,4
Next to Godliness,1,0,1,4.0,4
